_id,filename,url,date,estado
"668201da3fd38c4cb8f0a318","technical_support_audio_01.mp3","https://suportplus.blob.core.windows.net/user/technical_support_audio_01.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-30","Terminado"
"668201da3fd38c4cb8f0a319","client_service_call_recording.mp3","https://suportplus.blob.core.windows.net/user/client_service_call_recording.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-29","Terminado"
"668201da3fd38c4cb8f0a320","customer_support_interaction.mp3","https://suportplus.blob.core.windows.net/user/customer_support_interaction.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-28","Terminado"
"668201da3fd38c4cb8f0a321","user_helpdesk_assistance.mp3","https://suportplus.blob.core.windows.net/user/user_helpdesk_assistance.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-27","Terminado"
"668201da3fd38c4cb8f0a322","tech_support_case_review.mp3","https://suportplus.blob.core.windows.net/user/tech_support_case_review.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-26","Terminado"
"668201da3fd38c4cb8f0a323","support_team_followup.mp3","https://suportplus.blob.core.windows.net/user/support_team_followup.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-25","Terminado"
"668201da3fd38c4cb8f0a324","customer_service_conversation.mp3","https://suportplus.blob.core.windows.net/user/customer_service_conversation.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-24","Terminado"
"668201da3fd38c4cb8f0a325","technical_help_session.mp3","https://suportplus.blob.core.windows.net/user/technical_help_session.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-23","Terminado"
"668201da3fd38c4cb8f0a326","support_center_discussion.mp3","https://suportplus.blob.core.windows.net/user/support_center_discussion.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-22","Terminado"
"668201da3fd38c4cb8f0a327","client_technical_issue.mp3","https://suportplus.blob.core.windows.net/user/client_technical_issue.mp3?se=2024-06-30T23%3A09%3A45Z&sp=r&sv=2024-05-04&sr=b&sig=ezS4FQjl5uux7NRTgVamTzayZNMnaN78IlluaccWi5Y%3D","2024-06-21","Terminado"
